Date,Gold_Price,Article1,Article2,Article3,Article4,Article5
2021-02-06,1782.240002,State of the News Media (Project) - Pew Research Center,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-07,1768.1,What's happening with GameStop and the stock market? - Florida International University,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-08,1831.900024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-09,1835.300049,President Tsai praises performance of Taiwanâ€™s stock market - Taiwan Today,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-10,1840.599976,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-11,1824.900024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-12,1821.599976,"Hifi Finance Price: HIFI Live Price Chart, Market Cap & News Today - CoinGecko",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-13,1821.559973,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-14,1818.459961,President Tsai praises performance of Taiwanâ€™s stock market - Taiwan Today,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-15,1815.359949,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-16,1797.199951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-17,1771.099976,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-18,1773.400024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-19,1775.800049,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-20,1763.900085,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-21,1757.71012,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-22,1806.699951,Royal Caribbean Group Reports 2020 Results and Provides Business Update - Cruise Industry News,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-23,1804.400024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-24,1796.400024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-25,1774.400024,"10-year Treasury yield jumps to a one-year high of 1.6%, a rapid move unnerving investors - CNBC",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-26,1728.099976,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-27,1725.840015,Royal Caribbean Group Reports 2020 Results and Provides Business Update - Cruise Industry News,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-02-28,1707.12002,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-01,1722.5,"Investor size, liquidity and prime money market fund stress - Bank for International Settlements",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-02,1733.099976,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-03,1715.300049,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-04,1700.199951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-05,1698.0,A fresh look at paternity leave: Why the benefits extend beyond the personal - McKinsey & Company,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-06,1689.249988,"Investor size, liquidity and prime money market fund stress - Bank for International Settlements",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-07,1681.059985,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-08,1677.699951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-09,1716.599976,MSC Cruises Status Update - Cruise Industry News,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-10,1721.5,Global currencies outlook: trends to watch in 2021 - Economist Intelligence Unit,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-11,1722.300049,Cyber insurance: Risks and trends 2021 - munichre.com,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-12,1719.5,The new possible: How HR can help build the organization of the future - McKinsey & Company,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-13,1738.310046,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-14,1747.240063,MSC Cruises Status Update - Cruise Industry News,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-15,1728.900024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-16,1730.599976,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-17,1726.800049,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-18,1732.199951,Bulletin â€“ March 2021 Global Economy Determinants of the Australian Dollar Over Recent Years - Reserve Bank of Australia,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-19,1741.400024,Analysis: Assessing Inflationâ€™s Impact - U.S. Bank,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-20,1739.959998,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-21,1742.619995,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-22,1737.800049,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-23,1724.699951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-24,1732.900024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-25,1724.900024,"Uneven Recovery: East Asia and Pacific Economic Update, April 2021 - World Bank",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-26,1732.199951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-27,1727.199963,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-28,1726.099951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-29,1712.099976,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-30,1683.900024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-03-31,1713.800049,"Amid Recession, Sub-Saharan Africa Poised for Recovery - World Bank",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-01,1726.5,What employees are saying about the future of remote work - McKinsey & Company,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-02,1727.350037,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-03,1734.660046,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-04,1741.970056,"Amid Recession, Sub-Saharan Africa Poised for Recovery - World Bank",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-05,1727.0,Political and Security Uncertainty Slow Down Afghanistanâ€™s Economic Recovery - World Bank,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-06,1741.5,"BNB price today, BNB to USD live price, marketcap and chart - CoinMarketCap",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-07,1740.099976,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-08,1756.800049,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-09,1743.300049,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-10,1756.110059,Political and Security Uncertainty Slow Down Afghanistanâ€™s Economic Recovery - World Bank,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-11,1760.900073,"BNB price today, BNB to USD live price, marketcap and chart - CoinMarketCap",Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-12,1731.199951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-13,1746.199951,The Best Countries to Invest In - U.S. News & World Report,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-14,1734.900024,The SME trend moving away from traditional bank finance is ready to pick up speed again - Elite Business Magazine,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-15,1765.400024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-16,1779.0,Rwanda Among Countries in Good Economic Recovery Trend â€“ IMF Report - KT PRESS -,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-17,1785.780042,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-18,1797.260059,The Best Countries to Invest In - U.S. News & World Report,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-19,1769.400024,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-20,1777.300049,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-21,1792.300049,Tudor Gold (TUD) Insider Trading Activity 2026 $TUD - MarketBeat,Investment Update - Beyond CPI: Gold as a strategic inflation hedge - World Gold Council,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-22,1781.199951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-23,1777.0,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-24,1785.169971,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-25,1787.079956,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-26,1779.199951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-27,1778.0,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-28,1773.199951,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-29,1768.099976,"Modest global economic recovery expected, but return to robust and sustained growth remains elusive - Welcome to the United Nations",Gold Demand Trends Q1 2021 - World Gold Council,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-04-30,1767.300049,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
2021-05-01,1763.050037,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data,Global Economic Indicators Remain Stable with No Major Surprises in Latest Data
